,restaurant,url,distance,star,num_reviews,city,price_range,category_1,category_2
2903,Sun Fresh Bakery House 新发饼屋,https://www.doordash.com/store/445834/?pickup=false,0.8,4.7,237.0,Vancouver,$$,Chinese,Vermicelli
2904,Fit Camp Foods,https://www.doordash.com/store/600300/?pickup=false,0.7,4.9,19.0,Vancouver,$$,Smoothies,Juice Bar
2905,Feng Cha 奉茶,https://www.doordash.com/store/2532155/?pickup=false,0.7,4.7,,Vancouver,$$,Chinese,Fruit Tea
2906,Shark Club,https://www.doordash.com/store/98465/?pickup=false,0.11,4.3,92.0,Vancouver,$$,Alcohol,Fries
2907,Frying Pan Kitchen & Bar,https://www.doordash.com/store/1376546/?pickup=false,0.4,4.8,422.0,Vancouver,$$,Chicken,Alcohol
2908,Bread x Butter Cafe,https://www.doordash.com/store/1121964/?pickup=false,0.4,4.8,35.0,Vancouver,$$,Cafe,Coffee & Tea
2909,Honey Salt,https://www.doordash.com/store/241043/?pickup=false,0.4,4.4,445.0,Vancouver,$$,Sandwiches,Brunch
2910,1931 Gallery Bistro,https://www.doordash.com/store/973113/?pickup=false,0.3,4.6,115.0,Vancouver,$$,Salads,Sandwiches
2911,Bistro Sakana,https://www.doordash.com/store/335181/?pickup=false,0.4,4.7,233.0,Vancouver,$$,Japanese,Sushi
2912,John 3:16 Malaysian Delights Ltd.,https://www.doordash.com/store/1558513/?pickup=false,1.3,4.8,700.0,Vancouver,$$,Malaysian,Noodles
2913,Bonta Italian Ristorante,https://www.doordash.com/store/2424412/?pickup=false,0.7,4.6,401.0,Vancouver,$$,Italian,Salads
2914,Nabebugyo Hot Pot Cuisine,https://www.doordash.com/store/1032580/?pickup=false,1.6,4.6,178.0,Vancouver,$$,Hot Pot,Noodles
2915,New Sun Restaurant,https://www.doordash.com/store/98611/?pickup=false,1.5,4.3,720.0,Vancouver,$,Chinese,Noodles
2916,Sulbing Cafe Robson,https://www.doordash.com/store/1364012/?pickup=false,1.0,4.8,102.0,Vancouver,$$,Cafe,Coffee
2917,Juliet's Café,https://www.doordash.com/store/31614/?pickup=false,1.6,4.7,419.0,Vancouver,$$,Cafe,Breakfast
2918,Los Cuervos Taqueria Y Cantina,https://www.doordash.com/store/31033/?pickup=false,1.9,4.5,318.0,Vancouver,$$,Mexican,Tacos
2919,The Distillery Bar + Kitchen,https://www.doordash.com/store/28851/?pickup=false,0.5,4.3,530.0,Vancouver,$$,Italian,Pizza
2920,Bovine Rice Bowls,https://www.doordash.com/store/1090287/?pickup=false,0.5,4.7,80.0,Vancouver,$$,Salads,Japanese
2921,Ca Phe Vietnamese Coffee House,https://www.doordash.com/store/592969/?pickup=false,0.3,4.8,104.0,Vancouver,$$,Vietnamese,Coffee
2922,Mapopancakehouse,https://www.doordash.com/store/23180330/?pickup=false,0.5,5.0,,Vancouver,$$,Pancakes,Bowls
2923,Argo Cafe,https://www.doordash.com/store/952669/?pickup=false,0.9,4.7,31.0,Vancouver,$$,Cafe,Brunch
2924,Indus Grill & Bar,https://www.doordash.com/store/1671547/?pickup=false,0.5,4.6,332.0,Vancouver,$$,Bar and Grill,Indian
2925,Benkei Ramen,https://www.doordash.com/store/930843/?pickup=false,1.2,4.6,500.0,Vancouver,$$,Japanese,Ramen
2926,Noodle Arts (Robson St),https://www.doordash.com/store/568789/?pickup=false,1.2,4.3,122.0,Vancouver,$$,Chinese,Noodles
2927,Chambar,https://www.doordash.com/store/910210/?pickup=false,0.2,4.6,98.0,Vancouver,$$,Appetizers,Desserts
2928,Babylon Café,https://www.doordash.com/store/98516/?pickup=false,1.3,4.1,352.0,Vancouver,$,Middle Eastern,Wraps
2929,Camay Wok 佳美廚,https://www.doordash.com/store/566262/?pickup=false,0.3,4.3,,Vancouver,$$,Noodles,Chinese
2930,MDG Madanggoul Korean Restaurant,https://www.doordash.com/store/639288/?pickup=false,1.2,4.6,1200.0,Vancouver,$$,Korean,Barbecue
2931,Avelynflorist,https://www.doordash.com/store/2816726/?pickup=false,0.5,4.9,15.0,Vancouver,$$,Gift,
2932,Congee Noodle Delight,https://www.doordash.com/store/23089003/?pickup=false,0.4,4.8,,Vancouver,$$,Chicken,Pork
2933,24hr Snacks,https://www.doordash.com/store/1726745/?pickup=false,0.7,4.3,57.0,Vancouver,$$,Snacks,Convenience
2934,Game of wings,https://www.doordash.com/store/2274726/?pickup=false,1.0,4.4,185.0,Vancouver,$$,American,Fries
2935,Dae Bak Bon Ga,https://www.doordash.com/store/28223/?pickup=false,0.8,4.6,228.0,Vancouver,$$,Korean,Barbecue
2936,theKhaykery,https://www.doordash.com/store/1643755/?pickup=false,1.0,4.7,55.0,Vancouver,$$,Bakery,Cakes
2937,Robba da Matti,https://www.doordash.com/store/725245/?pickup=false,1.3,4.4,138.0,Vancouver,$$,Italian,
2938,Lucha Libre Taqueria,https://www.doordash.com/store/2725939/?pickup=false,0.4,4.6,69.0,Vancouver,$$,Nachos,Mexican
2939,Eden Cafe,https://www.doordash.com/store/1354778/?pickup=false,1.1,5.0,,Vancouver,$$,Coffee,Bakery
2940,BARA Caribbean Cuisine,https://www.doordash.com/store/2152482/?pickup=false,0.4,4.7,169.0,Vancouver,$$,Caribbean,Chicken
2941,Mo Burger,https://www.doordash.com/store/1413690/?pickup=false,0.6,4.6,35.0,Vancouver,$$,Craft Beer,Chicken Tenders
2942,Uma Sushi,https://www.doordash.com/store/328189/?pickup=false,1.1,4.7,245.0,Vancouver,$,Japanese,Nigiri
2943,12 Kings Pub,https://www.doordash.com/store/445787/?pickup=false,1.6,4.4,310.0,Vancouver,$$,Pubs,Alcohol
2944,Maxine's Cafe & Bar,https://www.doordash.com/store/1638124/?pickup=false,0.8,4.7,158.0,Vancouver,$$,Desserts,Latte
2945,Ophelia,https://www.doordash.com/store/335216/?pickup=false,0.8,4.7,194.0,Vancouver,$$,Mexican,Tacos
2946,Katsu Sando Cafe,https://www.doordash.com/store/1412878/?pickup=false,1.1,4.8,84.0,Vancouver,$$,Japanese,Sandwiches
2947,Torizo Ramen bar,https://www.doordash.com/store/42602/?pickup=false,0.6,4.7,41.0,Vancouver,$$,Japanese,Ramen
2948,La playita seafood,https://www.doordash.com/store/1336779/?pickup=false,0.3,4.8,46.0,Vancouver,$$,Mexican,Ceviche
2949,"Fiorino, Italian street food LTD",https://www.doordash.com/store/2510505/?pickup=false,0.7,4.5,10.0,Vancouver,$$,Italian,Street Food
2950,Saku (Robson),https://www.doordash.com/store/915173/?pickup=false,1.0,4.7,630.0,Vancouver,$$,Salads,Vegetarian options
2951,Catch 122,https://www.doordash.com/store/30980/?pickup=false,0.3,4.7,179.0,Vancouver,$$,Cafe,Coffee
2952,SIRIUS CRAVING FOOD TRUCK + SNACK BAR,https://www.doordash.com/store/2631799/?pickup=false,1.8,4.9,89.0,Vancouver,$$,Burgers,Fries
2953,Carnitas EL ROLYS,https://www.doordash.com/store/1386193/?pickup=false,1.5,4.5,93.0,Vancouver,$$,Mexican,Box Lunch
2954,MitBit Foods,https://www.doordash.com/store/566772/?pickup=false,1.2,4.3,61.0,Vancouver,$$,Burgers,Wraps
2955,Pizza Coming Soon,https://www.doordash.com/store/1356829/?pickup=false,0.7,4.6,39.0,Vancouver,$$,Japanese,Snacks
2956,BC Kitchen (Parq Vancouver),https://www.doordash.com/store/241037/?pickup=false,0.3,4.3,202.0,Vancouver,$$,Chinese,Burgers
2957,Creme De La Crumb Bakeshop & Catering,https://www.doordash.com/store/566730/?pickup=false,0.5,5.0,,Vancouver,$$,Latte,Coffee & Tea
2958,Paul's Omelettery Restaurant,https://www.doordash.com/store/28175/?pickup=false,1.5,4.6,130.0,Vancouver,$$,Breakfast,Omelets
2959,Donky chicken,https://www.doordash.com/store/1520287/?pickup=false,1.4,4.6,119.0,Vancouver,$$,Korean,Chicken
2960,sophies cosmic cafe,https://www.doordash.com/store/1653415/?pickup=false,1.9,4.6,242.0,Vancouver,$$,Cafe,Breakfast
2961,Momos Corner,https://www.doordash.com/store/2622830/?pickup=false,1.0,4.3,163.0,Vancouver,$$,Himalayan/Nepalese,Fries
2962,Grounds For Appeal,https://www.doordash.com/store/42695/?pickup=false,0.2,5.0,20.0,Vancouver,$$,Indian,Coffee
2963,Noodle World,https://www.doordash.com/store/23055299/?pickup=false,1.7,4.6,30.0,Vancouver,$$,Soup,Pad Thai
2964,Burdy,https://www.doordash.com/store/2626085/?pickup=false,1.6,4.7,26.0,Vancouver,$$,Vegetarian,Fast Food
2965,Sushi Hanabi,https://www.doordash.com/store/1021050/?pickup=false,1.4,4.6,123.0,Vancouver,$$,Japanese,Sushi
2966,Bibiko,https://www.doordash.com/store/915449/?pickup=false,0.4,4.5,22.0,Vancouver,$,Korean,Bibimpap
2967,THE PARK PUB (Davie St),https://www.doordash.com/store/1217422/?pickup=false,1.3,4.7,124.0,Vancouver,$$,Breakfast,Burgers
2968,Won More Szechuan Cuisine 四川小厨,https://www.doordash.com/store/98613/?pickup=false,1.3,4.5,59.0,Vancouver,$$,Chinese,Noodles
2969,Aidan’s,https://www.doordash.com/store/1449809/?pickup=false,0.5,4.8,26.0,Vancouver,$$,Cafe,Breakfast
2970,Kim Express,https://www.doordash.com/store/98417/?pickup=false,2.2,4.7,42.0,Vancouver,$,Vietnamese,Noodles
2971,Pho 555 Vietnamese Restaurant,https://www.doordash.com/store/1098813/?pickup=false,1.3,4.5,32.0,Vancouver,$$,Vietnamese,Pho
2972,MOD Beverage Inc,https://www.doordash.com/store/1629997/?pickup=false,1.7,4.9,12.0,Vancouver,$$,Beer,Wine & Spirits
2973,Zoomak Korean Tavern,https://www.doordash.com/store/1196832/?pickup=false,0.6,4.9,39.0,Vancouver,$$,Korean,Rice Bowl
2974,Symphonie Restaurant,https://www.doordash.com/store/42850/?pickup=false,0.6,4.6,13.0,Vancouver,$$,Filipino,Breakfast
2975,Guu Original Thurlow,https://www.doordash.com/store/1456211/?pickup=false,0.5,4.8,168.0,Vancouver,$$,Curry,Salmon
2976,Bistro Verde at Nordstrom,https://www.doordash.com/store/1595890/?pickup=false,0.3,4.7,13.0,Vancouver,$$,Brunch,Dessert
2977,Skewers Souvlaki Pita Bar,https://www.doordash.com/store/22988372/?pickup=false,0.5,4.8,26.0,Vancouver,$$,Salads,Wraps
2978,HOTATE,https://www.doordash.com/store/1861541/?pickup=false,1.8,4.8,18.0,Vancouver,$$,Japanese,Noodles
2979,Sai Woo,https://www.doordash.com/store/1476624/?pickup=false,0.6,4.7,11.0,Vancouver,$$,Chinese,Seafood
2980,Vankoshary Eats,https://www.doordash.com/store/2537218/?pickup=false,1.6,4.7,40.0,Vancouver,$$,Mediterranean,Breakfast
2981,Baghven Uyghur Cuisine 巴合灣維吾爾美食,https://www.doordash.com/store/2816035/?pickup=false,1.7,4.2,17.0,Vancouver,$$,uyghur,Salads
2982,Nightshade Culture & cocktails,https://www.doordash.com/store/2614210/?pickup=false,0.4,4.0,12.0,Vancouver,$$,Vegan,Gluten-Free
2983,Kyu Grill,https://www.doordash.com/store/2489120/?pickup=false,0.5,5.0,,Vancouver,$$,Asian Fusion,Heroes
2984,Bambū Desserts and Drinks,https://www.doordash.com/store/446197/?pickup=false,2.4,4.5,332.0,Vancouver,$$,Juice Bars & Smoothies,Dessert
2985,Kosoo Restaurant,https://www.doordash.com/store/42727/?pickup=false,1.0,4.6,970.0,Vancouver,$$,Korean,Soul Food
2986,Guu Garden (Nelson St At Hornby St)-M101,https://www.doordash.com/store/905563/?pickup=false,0.5,4.8,187.0,Vancouver,$$,Japanese,Bento Box
2987,Second Cup,https://www.doordash.com/store/1731395/?pickup=false,0.5,4.7,44.0,Vancouver,$$,Bakery,Espresso
2988,Damso,https://www.doordash.com/store/98634/?pickup=false,1.2,4.6,267.0,Vancouver,$$,Korean,Barbecue
2989,49th Parallel Coffee,https://www.doordash.com/store/445816/?pickup=false,0.5,4.7,620.0,Vancouver,$$,Cafe,Bakery
2990,Fable Diner,https://www.doordash.com/store/446258/?pickup=false,1.3,4.6,1000.0,Vancouver,$,American,Breakfast
2991,Water Street Cafe,https://www.doordash.com/store/936266/?pickup=false,0.4,4.4,194.0,Vancouver,$$,Canadian,Cafe
2992,Chinatown BBQ 华埠烧腊,https://www.doordash.com/store/566798/?pickup=false,0.6,4.7,1300.0,Vancouver,$$,Chinese,Barbecue
2993,Ramen Danbo,https://www.doordash.com/store/42801/?pickup=false,0.8,4.7,4000.0,Vancouver,$$,Japanese,Ramen
2994,Shabusen Yakiniku House,https://www.doordash.com/store/446182/?pickup=false,0.4,4.3,20.0,Vancouver,$$,Japanese,Sushi
2995,Kung Fu Noodle 功夫面,https://www.doordash.com/store/335264/?pickup=false,0.15,4.5,245.0,Vancouver,$$,Chinese,Breakfast
2996,Bubble World 大头仔,https://www.doordash.com/store/898837/?pickup=false,0.8,5.0,,Vancouver,$$,Taiwanese,Hot Pot
2997,Burgerland Smash Up,https://www.doordash.com/store/1714621/?pickup=false,0.6,3.0,,Vancouver,$$,American,Fast Food
2998,Mr. Vape and Bong,https://www.doordash.com/store/1612066/?pickup=false,0.3,3.8,,Vancouver,$$,Snacks,Chocolates
2999,Curry Fusion,https://www.doordash.com/store/1099366/?pickup=false,0.17,4.5,10.0,Vancouver,$$,Lunch,Curry
3000,Donair Pro,https://www.doordash.com/store/1211825/?pickup=false,1.2,3.6,17.0,Vancouver,$$,Falafel,Wraps
3001,Modern Wellness Bar,https://www.doordash.com/store/2478520/?pickup=false,0.4,4.8,23.0,Vancouver,$$,Smoothies,Coffee & Tea
3002,Did's Pizza,https://www.doordash.com/store/42660/?pickup=false,0.17,3.2,,Vancouver,$$,Italian,Pizza
3003,SMAK Healthy Fast Food,https://www.doordash.com/store/98509/?pickup=false,0.3,4.5,147.0,Vancouver,$$,Healthy,Coffee & Tea
3004,District Bar Restaurant,https://www.doordash.com/store/98651/?pickup=false,0.17,4.6,,Vancouver,$$,Sandwiches,Burgers
3005,Salam Bombay,https://www.doordash.com/store/42811/?pickup=false,0.4,4.6,340.0,Vancouver,$$,Indian,Vegetarian
3006,Copper Branch,https://www.doordash.com/store/971578/?pickup=false,0.3,4.4,760.0,Vancouver,$$,Vegan,Coffee & Tea
3007,Ak's Just Bite Fresh,https://www.doordash.com/store/1084663/?pickup=false,0.2,4.7,23.0,Vancouver,$$,Middle Eastern,Salads
3008,Viet Sub,https://www.doordash.com/store/335215/?pickup=false,0.15,,,Vancouver,$$,Rolls,Salads
3009,Johnny Rockets,https://www.doordash.com/store/535677/?pickup=false,0.4,4.4,870.0,Vancouver,$$,Salads,Burgers
3010,Snack Foods,https://www.doordash.com/store/1145456/?pickup=false,0.7,,,Vancouver,$$,Snacks,Chocolates
3011,Pho Central,https://www.doordash.com/store/31053/?pickup=false,0.8,4.5,423.0,Vancouver,$$,Vietnamese,Noodles
3012,Pidgin,https://www.doordash.com/store/951869/?pickup=false,0.5,4.7,63.0,Vancouver,$$,Asian Fusion,Vegan
3013,Marimba,https://www.doordash.com/store/732842/?pickup=false,0.3,5.0,,Vancouver,$$,Mexican,Burritos
3014,The Lemon Square,https://www.doordash.com/store/640292/?pickup=false,0.4,5.0,,Vancouver,$$,Delivery,Ice Cream
3015,The Pint Public House,https://www.doordash.com/store/871219/?pickup=false,0.3,4.1,58.0,Vancouver,$$,Comfort Food,Burgers
3016,Sushi Coen,https://www.doordash.com/store/42835/?pickup=false,0.7,3.8,109.0,Vancouver,$,Japanese,Tapas/Small Plates
3017,Nathans Famous,https://www.doordash.com/store/1413575/?pickup=false,0.4,4.3,51.0,Vancouver,$$,Fast Food,Sandwiches
3018,Yah Yah Ya Ramen,https://www.doordash.com/store/358012/?pickup=false,0.2,4.4,102.0,Vancouver,$$,Ramen,Rice Bowl
3019,MRKT East (Parq Vancouver),https://www.doordash.com/store/241034/?pickup=false,0.4,4.4,184.0,Vancouver,$$,Chinese,Noodles
3020,MONSTER SANDWICHES,https://www.doordash.com/store/912861/?pickup=false,0.2,4.5,,Vancouver,$$,Chicken Wings,American
3021,Saigon Xua,https://www.doordash.com/store/1066748/?pickup=false,0.6,4.3,168.0,Vancouver,$$,Vietnamese,Vegetarian
3022,Beef Baron-,https://www.doordash.com/store/912789/?pickup=false,0.2,4.5,10.0,Vancouver,$$,Sandwiches,
3023,Premium Meals,https://www.doordash.com/store/749531/?pickup=false,0.4,4.7,,Vancouver,$$,Smoothies,Teriyaki
3024,Giant Panda Szechuan Cuisine 熊猫小厨,https://www.doordash.com/store/471010/?pickup=false,0.4,4.2,93.0,Vancouver,$$,Chinese,Fried Rice
3025,3Q Chicken,https://www.doordash.com/store/1287073/?pickup=false,0.15,4.6,,Vancouver,$$,Chicken,Fries
3026,Unwind Restaurant,https://www.doordash.com/store/191700/?pickup=false,0.5,3.8,141.0,Vancouver,$$,Breakfast,Sandwiches
3027,Super Chef Grill,https://www.doordash.com/store/28226/?pickup=false,0.13,,,Vancouver,$$,Chicken,Lunch
3028,Mom's Grilled Cheese Truck,https://www.doordash.com/store/811077/?pickup=false,0.3,,,Vancouver,$$,Lunch,Sandwiches
3029,The Roost,https://www.doordash.com/store/1084878/?pickup=false,1.3,4.4,620.0,Vancouver,$$,American,Comfort Food
3030,La Boqueria Tasting Room,https://www.doordash.com/store/662905/?pickup=false,0.8,3.0,,Vancouver,$$,Spanish,Alcohol
3031,Our Town Cafe,https://www.doordash.com/store/1144303/?pickup=false,1.4,4.3,17.0,Vancouver,$$,Wraps,Cafe
3032,Meat'n'Wrap,https://www.doordash.com/store/1547032/?pickup=false,1.1,4.6,80.0,Vancouver,$$,Wraps,Meal Kit
3033,Laboratory-Sous Vide Cuisine Inc.,https://www.doordash.com/store/2479980/?pickup=false,0.13,,,Vancouver,$,Alcohol,Salads
3034,Take Five Cafe,https://www.doordash.com/store/42852/?pickup=false,0.2,,,Vancouver,$$,Sandwiches,Breakfast
3035,Yang's Cafe,https://www.doordash.com/store/2232329/?pickup=false,0.2,,,Vancouver,$$,Cafe,Coffee
3036,The Blind Sparrow Fried Chicken Co. by Hook,https://www.doordash.com/store/898528/?pickup=false,1.3,4.5,84.0,Vancouver,$$,American,Sandwiches
3037,BeSIDE Forage,https://www.doordash.com/store/1271915/?pickup=false,0.8,4.7,80.0,Vancouver,$$,Vegetarian,Alcohol
3038,The Giftshop,https://www.doordash.com/convenience/store/825300/?pickup=false,1.1,4.0,,Vancouver,$$,Dessert,Convenience
3039,Slickity Jim's Chat 'N' Chew,https://www.doordash.com/store/28182/?pickup=false,1.9,4.6,42.0,Vancouver,$$,Sandwiches,Breakfast
3040,Rupert's Diner & Breakfast,https://www.doordash.com/store/2421513/?pickup=false,0.3,,,Vancouver,$$,Espresso,Smoothies
3041,WABUKURO,https://www.doordash.com/store/23187427/?pickup=false,0.3,,,Vancouver,$$,Japanese,Asian
3042,Pho Sho,https://www.doordash.com/store/1251621/?pickup=false,0.4,,,Vancouver,$$,Vietnamese,Noodles
3043,Arturo's Mexico 2 Go,https://www.doordash.com/store/1865162/?pickup=false,0.4,,,Vancouver,$$,Mexican,Burritos
3044,The Market,https://www.doordash.com/store/1124038/?pickup=false,0.5,,,Vancouver,$$,Grocery,Alcohol
3045,Aiyaohno Cafe,https://www.doordash.com/store/23333465/?pickup=false,0.5,,,Vancouver,$$,Sandwiches,Wraps
3046,Ampersand Bistro & Bar,https://www.doordash.com/store/910862/?pickup=false,0.5,,,Vancouver,$$,Chinese,Dim Sum
3047,G3 Grocery Market by Fed,https://www.doordash.com/convenience/store/668867/?pickup=false,1.5,5.0,,Vancouver,$$,Convenience,Bakery
3048,TAPshack - Coal Harbour,https://www.doordash.com/store/1690653/?pickup=false,0.7,4.5,17.0,Vancouver,$$,Alcohol,Pizza
3049,East Van Pie Syndicate,https://www.doordash.com/store/773440/?pickup=false,0.9,4.5,,Vancouver,$$,Salads,Fries
3050,The Belgian Chocolate Cafe,https://www.doordash.com/store/1078873/?pickup=false,0.4,4.6,65.0,Vancouver,$$,Sweets,Pastries
3051,Spago,https://www.doordash.com/store/1058157/?pickup=false,0.4,5.0,,Vancouver,$$,Dinner,Breakfast and Lunch
3052,Birria Birria,https://www.doordash.com/store/2857952/?pickup=false,0.4,,,Vancouver,$$,Mexican,Tacos
3053,GFK Investments Ltd DBA/ Straight Outta Brooklyn Pizzeria (Gastown),https://www.doordash.com/store/2845511/?pickup=false,0.4,,,Vancouver,$$,Pizza,
3054,Saladsie,https://www.doordash.com/store/1146763/?pickup=false,0.5,5.0,,Vancouver,$$,Salads,Healthy
3055,Umi Sushi Waterfront,https://www.doordash.com/store/1074066/?pickup=false,0.5,,,Vancouver,$$,Sushi Bars,
3056,Bestie,https://www.doordash.com/store/914223/?pickup=false,0.6,,,Vancouver,$$,Pretzels,German
3057,Showcase Restaurant And Bar,https://www.doordash.com/store/879979/?pickup=false,0.6,3.0,,Vancouver,$$,Chicken,Dessert
3058,LanaLou's,https://www.doordash.com/store/42733/?pickup=false,0.9,4.2,,Vancouver,$,Comfort Food,Fast Food
3059,NaMi Vietnamese Cuisine ltd.,https://www.doordash.com/store/22979196/?pickup=false,0.4,,,Vancouver,$,Vietnamese,
3060,Nemesis Coffee,https://www.doordash.com/store/335266/?pickup=false,0.3,4.5,53.0,Vancouver,$$,Sandwiches,Coffee Shop
3061,Zubu Food Hall Olympic Village,https://www.doordash.com/store/1019564/?pickup=false,0.9,4.5,316.0,Vancouver,$$,Japanese,Ramen
3062,Papi's Seafood & Oyster Bar,https://www.doordash.com/store/1351733/?pickup=false,1.3,4.1,18.0,Vancouver,$$,Seafood,Burgers
3063,Rock'n'Roll,https://www.doordash.com/store/1153722/?pickup=false,1.1,4.6,279.0,Vancouver,$$,Mexican,Sandwiches
3064,Popina Cantina,https://www.doordash.com/store/566814/?pickup=false,1.1,4.3,48.0,Vancouver,$$,Sandwiches,Burgers
3065,Urantus Coffee Beans,https://www.doordash.com/store/1891765/?pickup=false,0.6,,,Vancouver,$$,Coffee,
3066,The Greek Heist,https://www.doordash.com/store/23324933/?pickup=false,0.7,,,Vancouver,$$,Greek,Wraps
3067,Cordon Rouge Restaurant,https://www.doordash.com/store/1225480/?pickup=false,0.7,,,Vancouver,$$,American,
3068,OVALTINE CAFÉ,https://www.doordash.com/store/23444500/?pickup=false,0.7,,,Vancouver,$$,Breakfast,Pancakes
3069,East Van Concession Stand,https://www.doordash.com/store/905520/?pickup=false,0.8,,,Vancouver,$$,Burgers,Snacks
3070,Two Triangles,https://www.doordash.com/store/702760/?pickup=false,1.5,4.6,34.0,Vancouver,$$,Sandwiches,Dessert
3071,The Capital,https://www.doordash.com/store/597133/?pickup=false,0.8,4.0,11.0,Vancouver,$$,Sandwiches,Sweets
3072,Haole Loco Moco,https://www.doordash.com/store/1259043/?pickup=false,0.8,,,Vancouver,$$,Teriyaki,Burgers
3073,Yolks Breakfast,https://www.doordash.com/store/445781/?pickup=false,1.9,4.5,640.0,Vancouver,$$,American,Coffee
3074,Columbia market,https://www.doordash.com/store/1217615/?pickup=false,0.6,3.0,,Vancouver,$$,Colombian,Ice Cream
3075,Electric Bicycle Brewing,https://www.doordash.com/store/1134766/?pickup=false,1.0,5.0,,Vancouver,$$,Alcohol,Snacks
3076,Lost + Found Café,https://www.doordash.com/store/1058241/?pickup=false,0.4,4.7,11.0,Vancouver,$,Cafe,Breakfast
3077,Tango Empanadas,https://www.doordash.com/store/2444875/?pickup=false,1.1,4.7,11.0,Vancouver,$,Empanadas,Salads
3078,Vancouver vegan foods,https://www.doordash.com/store/887042/?pickup=false,0.9,,,Vancouver,$$,Vegan,Sandwiches
3079,The Portside Pub,https://www.doordash.com/store/1196645/?pickup=false,0.9,,,Vancouver,$$,Pubs,Sandwiches
3080,Mahony’s Tavern,https://www.doordash.com/store/31036/?pickup=false,0.6,,,Vancouver,$$,Pizza,Sliders
3081,Le Doux Ciel,https://www.doordash.com/store/1827916/?pickup=false,0.3,,,Vancouver,$$,Brunch,Cakes
3082,Marutama Ra-men,https://www.doordash.com/store/335268/?pickup=false,0.13,4.8,580.0,Vancouver,$$,Japanese,Ramen
3083,BUSSIN HOTDOG,https://www.doordash.com/store/23445218/?pickup=false,1.0,,,Vancouver,$,Hot Dogs,Fries
3084,Dessert Hub,https://www.doordash.com/store/23445280/?pickup=false,1.0,,,Vancouver,$$,Comfort Food,Sweets
3085,Master Chef John,https://www.doordash.com/store/2407048/?pickup=false,1.1,,,Vancouver,$$,Thai,
3086,Mayelo Food Corporation,https://www.doordash.com/store/756855/?pickup=false,1.2,,,Vancouver,$$,Mexican,Tacos
3087,Sushi Flamingo,https://www.doordash.com/store/2633062/?pickup=false,1.6,4.7,12.0,Vancouver,$$,Japanese,Sushi
3088,Buro Coffee,https://www.doordash.com/store/2455331/?pickup=false,0.17,5.0,,Vancouver,$$,Cafe,Coffee & Tea
3089,True North Performance,https://www.doordash.com/store/2864915/?pickup=false,1.6,,,Vancouver,$$,Healthy,Supplements
3090,Living Lotus Chocolate,https://www.doordash.com/store/1197096/?pickup=false,1.2,5.0,,Vancouver,$$,Chocolates,brownies
3091,Celsia Florist,https://www.doordash.com/store/862520/?pickup=false,1.1,5.0,,Vancouver,$$,Plants,
3092,Good Dogs Plant Foods,https://www.doordash.com/store/23004815/?pickup=false,0.8,,,Vancouver,$$,Wine,Custom Cocktails
3093,Baked Expectations,https://www.doordash.com/store/568508/?pickup=false,22.0,4.6,8500.0,Winnipeg,$$,Cakes,Cheesecake
3094,Banh Mi King,https://www.doordash.com/store/562258/?pickup=false,22.0,4.7,6200.0,Winnipeg,$$,Vietnamese,Coffee
3095,LOCAL Public Eatery,https://www.doordash.com/store/802393/?pickup=false,15.0,4.6,8100.0,Winnipeg,$$,Alcohol,Sandwiches
3096,Stella's,https://www.doordash.com/store/341843/?pickup=false,29.0,4.5,3800.0,Winnipeg,$$,Breakfast,Sandwiches
3097,Earls Kitchen + Bar,https://www.doordash.com/store/2865499/?pickup=false,28.0,4.6,300.0,Winnipeg,$$,Canadian,Alcohol
3098,Gongcha,https://www.doordash.com/store/638771/?pickup=false,24.0,4.7,7500.0,Winnipeg,$$,Bubble Tea,Milk Tea
3099,Poke Mono,https://www.doordash.com/store/897506/?pickup=false,27.0,4.8,4800.0,Winnipeg,$$,Hawaiian,Poke
3100,Nuburger,https://www.doordash.com/store/341641/?pickup=false,24.0,4.5,4700.0,Winnipeg,$$,Burgers,Fries
3101,Noodle Express,https://www.doordash.com/store/341734/?pickup=false,25.0,4.7,4000.0,Winnipeg,$$,Chinese,Dim Sum
3102,A Little Pizza Heaven,https://www.doordash.com/store/1890178/?pickup=false,26.0,4.6,1300.0,Winnipeg,$$,Pizza,Chicken
3103,Dug & Betty's Ice Creamery,https://www.doordash.com/store/894689/?pickup=false,29.0,4.8,2800.0,Winnipeg,$$,Ice Cream,Milk Shakes
3104,Harvey's,https://www.doordash.com/store/785283/?pickup=false,18.0,4.4,2900.0,Winnipeg,$,Chicken,Sandwiches
3105,Jade 276,https://www.doordash.com/store/635416/?pickup=false,30.0,4.6,1700.0,Winnipeg,$$,Chinese,Noodles
3106,Smoke's Poutinerie,https://www.doordash.com/store/369240/?pickup=false,22.0,4.4,2200.0,Winnipeg,$,Pork,Boneless Wings
3107,Burrito del Rio,https://www.doordash.com/store/341759/?pickup=false,21.0,4.7,3100.0,Winnipeg,$$,Mexican,Burritos
3108,Nhu Quynh Restaurant 天,https://www.doordash.com/store/1647988/?pickup=false,21.0,4.7,890.0,Winnipeg,$$,Vietnamese,Chinese
3109,Kevin's (Bannatyne Ave),https://www.doordash.com/store/341627/?pickup=false,24.0,4.6,3900.0,Winnipeg,$$,Alcohol,Dessert
3110,Chosabi,https://www.doordash.com/store/341829/?pickup=false,18.0,4.8,1300.0,Winnipeg,$$,Asian Fusion,Japanese
